iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE,1,1,example,[Finance Law](http://www.droit-afrique.com/uploads/Tunisie-LF-20211.pdf),,,,,G.PF.PUB-FINANCE,3,51497,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE,2,1,example,[Ministry of Finance](http://www.finances.gov.tn/fr),,,,,G.PF.PUB-FINANCE,3.1,51497,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE,3,1,example,[Open budget portal](http://www.mizaniatouna.gov.tn),,,,,G.PF.PUB-FINANCE,3.2,51497,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.a,Existence,2,response,,,,1,1,G.PF.PUB-FINANCE,0,51498,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.a.EXIST,"Are there laws, policies, or regulations requiring collection or publication of this information in any form?",4,response,They exist and are operational.,2,1,,,G.PF.PUB-FINANCE.a,0,51499,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.a.EXIST,"1,2;Please provide brief details.",4,supporting,"Tunisian budget law provide data guidance for collecting and publishing data on public finances
However since 2019, the Tunisian ministery of Finance don't follow the policies (1)

References :
(1) http://www.finances.gov.tn/fr/loi_finance",,,,,G.PF.PUB-FINANCE.a,2,51499,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.a.DATARULES,"Do relevant laws, policies, regulations, or guidance discuss the publication of open data?",4,response,"Requirements to publish this information as open data are set out in binding policy, regulations, or law.",3,1,,,G.PF.PUB-FINANCE.a,0,51500,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.a.DATARULES,"1,2,3;Please provide a URL to the most relevant legislation, policy, or guidance.",4,supporting,"Requirements to publish this information as open data are set out in binding policy, regulations, or law- the law https://legislation-securite.tn/law/104946 establishes that the public information should be in open data",,,,,G.PF.PUB-FINANCE.a,2,51500,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e,Elements,2,response,,,,100,15,G.PF.PUB-FINANCE,0,51501,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1,"Provisions for definitions, kinds, and fields:",3,response,,,,50,0,G.PF.PUB-FINANCE.e,0,51502,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.SUMMARY,Summary reports must be provided as structured data.,4,response,No,0,0,8.5,0,G.PF.PUB-FINANCE.e.e1,0,51503,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.TRANSACTIONS,Expenditure information at the most disaggregated level of the economic classification must be provided as structured data. ,4,response,No,0,0,8.3,0,G.PF.PUB-FINANCE.e.e1,0,51504,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.EXECBUDGET,The rules/guidance require executive budget proposal information to be provided as structured data.,4,response,No,0,0,8.3,0,G.PF.PUB-FINANCE.e.e1,0,51505,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.ENACTED,The rules/guidance require the approved or enacted budget to be provided as structured data.,4,response,No,0,0,8.3,0,G.PF.PUB-FINANCE.e.e1,0,51506,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.INYEAR,The rules/guidance require in-year reports as structured data.,4,response,No,0,0,8.3,0,G.PF.PUB-FINANCE.e.e1,0,51507,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e1.YER,The rules/guidance require year-end reports as structured data.,4,response,No,0,0,8.3,0,G.PF.PUB-FINANCE.e.e1,0,51508,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e2,Provisions for data quality:,3,response,,,,20,0,G.PF.PUB-FINANCE.e,0,51509,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e2.AGENCY,The rules/guidance empower an agency or official to ensure the accurate and timely collection and publication of required data.,4,response,No,0,0,10,0,G.PF.PUB-FINANCE.e.e2,0,51510,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e2.VERIFICATION,The framework requires a verification process.,4,response,No,0,0,10,0,G.PF.PUB-FINANCE.e.e2,0,51511,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e3,"Provisions for openness, timing, and structure:",3,response,,,,30,15,G.PF.PUB-FINANCE.e,0,51512,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e3.TIMELY,The rules/guidance require that data is regularly updated.,4,response,No,0,0,15,0,G.PF.PUB-FINANCE.e.e3,0,51513,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e3.STRUCTURED,The rules/guidance support the collection of structured data.,4,response,Yes,2,1,15,15,G.PF.PUB-FINANCE.e.e3,0,51514,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.e.e3.STRUCTURED,2;Please indicate which section of the framework refers to this issue.,4,supporting,"Requirements to publish this information as open data are set out in binding policy, regulations, or law- the law https://legislation-securite.tn/law/104946 establishes that the public information should be in open data",,,,,G.PF.PUB-FINANCE.e.e3,2.1,51514,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.c,Extent,2,response,,,,1,1,G.PF.PUB-FINANCE,0,51515,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.c.EXTENT,"How comprehensive is the coverage of laws, regulations, policies, or guidance assessed for this question?",4,response,"The laws, regulations, policies or guidance assessed, or equivalent rules/guidance, apply across the whole public sector including national, sub-national, and local government.",3,1,,,G.PF.PUB-FINANCE.c,0,51516,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Governance,PUBLIC FINANCE,G.PF.PUB-FINANCE,Governance (PF): Public finance data,Primary,G.PF.PUB-FINANCE.c.EXTENT,"3;Are there any notable exceptions? (E.g., defence sector.)",4,supporting,"The Tunisian budget law is a national law , cover  the whole sector across the whole public sector including national,  local government and defence sector 

link : http://www.droit-afrique.com/uploads/Tunisie-LF-20211.pdf",,,,,G.PF.PUB-FINANCE.c,2.2,51516,0.065,0.0195,0.45,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,To what extent is government budget and spending information (budget execution) available as structured open data?,1,response,,,,,35.89,A.PF.BUDGETSPEND,0,51517,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,To what extent is government budget and spending information (budget execution) available as structured open data?,1,justification,"This study covered the monitoring of the activities and services provided by the Tunisian ministry of  finance and the Tunisian court of audit  
And this for the period from May 1,2019 to May 1, 2021 and validated by field interviews",,,,,A.PF.BUDGETSPEND,1,51517,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,1,1,example,"[Loi n° 2020-46 du 23 décembre 2020, portant loi de finances pour l’année 2021](http://www.droit-afrique.com/uploads/Tunisie-LF-20211.pdf)",,,,,A.PF.BUDGETSPEND,3,51517,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,2,1,example,[budget ouvert du Ministère des Finances de la Tunisie](http://www.mizaniatouna.gov.tn/tunisia/template_fr/index.html),,,,,A.PF.BUDGETSPEND,3.1,51517,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,3,1,example,[Open Budget Portal](http://www.mizaniatouna.gov.tn),,,,,A.PF.BUDGETSPEND,3.2,51517,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a,Existence,2,response,,,,1,1,A.PF.BUDGETSPEND,0,51518,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a.ONLINE,Is this data available online in any form?,4,response,"Data is available from government, or because of government actions.",2,1,,,A.PF.BUDGETSPEND.a,0,51519,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a.ONLINE,"1,2;Please provide a URL(s) for where this data can be found.",4,supporting,"For the study period the government budget (1) and spending information (budget execution)(2) are available but not on open data standards 

sources : 
(1)Law No. 46 of 2020 dated December 23, 2020 relating to the Finance Law for the year 2021 : 
link : http://www.finances.gov.tn/sites/default/files/2021-02/1%20%282%29.pdf
(2) Report on a draft budget country for the year 2021 
link :  http://www.finances.gov.tn/sites/default/files/2020-10/Rapport%20LF%202021_0.pd",,,,,A.PF.BUDGETSPEND.a,2.2,51519,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e,Elements,2,response,,,,100,35.89,A.PF.BUDGETSPEND,0,51520,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1,Kinds of data:,3,response,,,,20,7.19,A.PF.BUDGETSPEND.e,0,51521,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PROPOSED,"There is structured data available on the executive budget proposal in gross terms, including spending on annual and multi-annual investment projects.",4,response,Partially,1,0.5,2.84,1.42,A.PF.BUDGETSPEND.e.e1,0,51522,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PROPOSED,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on the executive budget proposal is located.",4,supporting,"The information can be accessed here:
http://www.finances.gov.tn/sites/default/files/2020-10/%D9%85%D8%B4%D8%B1%D9%88%D8%B9%20%D9%82%D8%A7%D9%86%D9%88%D9%86%20%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A%D8%A9%20%D9%84%D8%B3%D9%86%D8%A9%202021%20-%D8%A7%D9%84%D8%A3%D8%AD%D9%83%D8%A7%D9%85_0.pdf 
http://www.finances.gov.tn/sites/default/files/2020-10/Rapport%20LF%202021_0.pdf 
http://www.gbo.tn/index.php?option=com_docman&task=cat_view&gid=120&Itemid=124&lang=fr 
http://www.finances.gov.tn/sites/default/files/2020-12/%D9%85%D9%87%D9%85%D8%A9%20%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9.pdf
http://www.gbo.tn/index.php?option=com_docman&task=cat_view&gid=119&Itemid=124&lang=fr 
http://www.gbo.tn/sites/default/files/2021-04/Annexes%202-3%20et%204%20LF2021.pdf",,,,,A.PF.BUDGETSPEND.e.e1,2,51522,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.AMENDED,There is structured data available on amended budgets (when applicable) or amendments of the enacted budget.,4,response,No,0,0,2.84,0,A.PF.BUDGETSPEND.e.e1,0,51523,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.APPROVED,"There is structured data available on the approved or enacted budget in gross terms, including spending on annual and multi-annual investment projects.",4,response,Yes,2,1,2.9,2.9,A.PF.BUDGETSPEND.e.e1,0,51524,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.APPROVED,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on the approved or enacted budget is located.",4,supporting,The boost information provides the budget and expenditures http://www.mizaniatouna.gov.tn/tunisia/template_fr/index.html,,,,,A.PF.BUDGETSPEND.e.e1,2,51524,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SGA,"There is structured data about government budget execution or spending, in gross terms and on an accrual basis, including spending in annual and multi-annual investment projects.",4,response,Partially,1,0.5,2.9,1.45,A.PF.BUDGETSPEND.e.e1,0,51525,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SGA,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on government spending is located.",4,supporting,The information can be accessed here: http://www.finances.gov.tn/sites/default/files/2020-12/R%C3%A9sultats%20provisoires%20de%20l%27ex%C3%A9cution%20du%20Budget%20%C3%A0%20fin%20septembre%202020%20%281%29_2.pdf,,,,,A.PF.BUDGETSPEND.e.e1,2,51525,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,"There is structured data about the government's extrabudgetary funds spending, in gross terms and on an accrual basis.",4,response,Partially,1,0.5,2.84,1.42,A.PF.BUDGETSPEND.e.e1,0,51526,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on extrabudgetary spending is located.",4,supporting,"The information can be accessed here:
http://www.gbo.tn/sites/default/files/2021-04/Annexe%209%20LF2021%20Entreprises%20Publiques.pdf",,,,,A.PF.BUDGETSPEND.e.e1,2,51526,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SOCIALSECURITY,"There is structured data about the government's social security spending, in gross terms and on an accrual basis.",4,response,No,0,0,2.84,0,A.PF.BUDGETSPEND.e.e1,0,51527,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP,"There is structured data about public corporations' spending, in gross terms and on an accrual basis.",4,response,No,0,0,2.84,0,A.PF.BUDGETSPEND.e.e1,0,51528,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2,Data fields and quality:,3,response,,,,20,7.5,A.PF.BUDGETSPEND.e,0,51529,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN,Budget entries have administrative classifications to an internationally agreed standard. ,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51530,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where administrative classifications are located.",4,supporting,According to the boost information http://www.mizaniatouna.gov.tn/tunisia/template_fr/index.html,,,,,A.PF.BUDGETSPEND.e.e2,2,51530,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON,Budget entries have economic classifications to an internationally agreed standard.,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51531,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where economic classifications are located.",4,supporting,According to the boost information http://www.mizaniatouna.gov.tn/tunisia/template_fr/index.html,,,,,A.PF.BUDGETSPEND.e.e2,2,51531,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.FUNC,Budget entries have functional classifications to an internationally agreed standard.,4,response,No,0,0,2.5,0,A.PF.BUDGETSPEND.e.e2,0,51532,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM,Budget entries have program classifications according to an internationally agreed standard. ,4,response,Partially,1,0.5,2.5,1.25,A.PF.BUDGETSPEND.e.e2,0,51533,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where program classifications are located.",4,supporting,"The information can be accessed here:
http://www.finances.gov.tn/fr/budgets_ministeres
http://www.finances.gov.tn/sites/default/files/2020-12/%D9%85%D9%87%D9%85%D8%A9%20%D8%A7%D9%84%D8%B5%D8%AD%D8%A9_0.pdf",,,,,A.PF.BUDGETSPEND.e.e2,2,51533,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.TRANSACTION,Information about individual financial transactions or expenditures is available at the most disaggregated level of the economic classification level.,4,response,No,0,0,2.5,0,A.PF.BUDGETSPEND.e.e2,0,51534,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING,"Data is disaggregated by cross-cutting programs, or issues such as SDGs, climate action, gender budgeting, etc,",4,response,No,0,0,2.5,0,A.PF.BUDGETSPEND.e.e2,0,51535,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.COMMONID,The data contains common identifiers to connect budget and budget performance data.,4,response,Partially,1,0.5,2.5,1.25,A.PF.BUDGETSPEND.e.e2,0,51536,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.COMMONID,"1,2;Please, briefly explain your answer.",4,supporting,"The information can be accessed here:
http://www.gbo.tn/index.php/fr/Loi-de-Finance-et-rapports-annexes?keys=&field_annee_de_publication_value=&field_ministere_target_id=All&field_types_de_rapports_target_id=All&page=0",,,,,A.PF.BUDGETSPEND.e.e2,2,51536,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROJECT,"The data contains identifiers that can be used to connect budget data with data on major projects (e.g., infrastructure construction) and procurement processes.",4,response,No,0,0,2.5,0,A.PF.BUDGETSPEND.e.e2,0,51537,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3,"Data openness, timing, and structure:",3,response,,,,60,21.2,A.PF.BUDGETSPEND.e,0,51538,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.FREE,Dataset is available free of charge.,4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51539,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LICENSE,Data is openly licensed.,4,response,No,0,0,10.6,0,A.PF.BUDGETSPEND.e.e3,0,51540,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG,"Data is available in all the country’s official or national languages. If the country has no official or national languages, data is available in the major languages of the country.",4,response,No,0,0,0,0,A.PF.BUDGETSPEND.e.e3,0,51541,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
TUN,Tunisia,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TOOLS,There are accessible and open official tools available to help users explore data.,4,response,No,0,0,3.5,0,A.PF.BUDGETSPEND.e.e3,0,51542,0.057,0.02394,0.55,Local Development Research Institute (LDRI),Northern Africa,Africa
